epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
37,4526.45,0.79607,0.40829,0.91263,0.91623,0.94474,0.94743,0.69313,0.89479,0.42681,0.95303,0.000478762,0.000478762,0.000478762
38,4651.91,0.78699,0.39809,0.90518,0.96246,0.87451,0.94851,0.68961,0.90304,0.41054,0.94464,0.000445756,0.000445756,0.000445756
39,4773.79,0.77779,0.39971,0.90551,0.9409,0.9144,0.95006,0.69067,0.88172,0.41134,0.94097,0.000412749,0.000412749,0.000412749
40,4894.75,0.78373,0.39184,0.90559,0.9506,0.90335,0.95685,0.70124,0.87937,0.39293,0.93779,0.000379743,0.000379743,0.000379743
41,5019.63,0.75192,0.36293,0.89469,0.9439,0.92801,0.95967,0.69851,0.87364,0.39203,0.94158,0.000346736,0.000346736,0.000346736
42,5133.21,0.73857,0.35685,0.8933,0.96196,0.90478,0.96034,0.69451,0.89213,0.40304,0.9489,0.000313729,0.000313729,0.000313729
43,5249.17,0.73493,0.3565,0.88891,0.94862,0.91105,0.95753,0.68576,0.89154,0.41782,0.94443,0.000280723,0.000280723,0.000280723
44,5363.84,0.72049,0.3455,0.88655,0.92789,0.93311,0.95918,0.68909,0.87741,0.38805,0.93693,0.000247716,0.000247716,0.000247716
45,5481.48,0.72007,0.34196,0.88585,0.94728,0.9266,0.96028,0.6923,0.88017,0.38528,0.93696,0.00021471,0.00021471,0.00021471
46,5597.16,0.70366,0.33397,0.87903,0.94061,0.9362,0.95899,0.69449,0.87396,0.38583,0.93996,0.000181703,0.000181703,0.000181703
47,5711.12,0.70139,0.33313,0.88006,0.94456,0.91999,0.95953,0.70318,0.86241,0.38232,0.93646,0.000148696,0.000148696,0.000148696
48,5830.56,0.68265,0.32702,0.87675,0.96307,0.91587,0.95546,0.69735,0.86511,0.38187,0.93725,0.00011569,0.00011569,0.00011569
49,5950.03,0.68431,0.32572,0.87585,0.92717,0.93226,0.95271,0.69504,0.87066,0.37233,0.93717,8.26832e-05,8.26832e-05,8.26832e-05
50,6066.16,0.67678,0.31961,0.87256,0.93702,0.94816,0.95957,0.70237,0.86458,0.36802,0.93386,4.96766e-05,4.96766e-05,4.96766e-05
