epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,2631.56,0.97428,0.51992,1.12313,0.96269,0.92795,0.94707,0.69364,0.9739,0.39335,1.14764,0.00385117,0.00385117,0.00385117
18,2783,0.96762,0.51693,1.11652,0.96854,0.92181,0.95125,0.69861,0.96836,0.40242,1.1635,0.00371734,0.00371734,0.00371734
19,2934.07,0.96234,0.50146,1.11131,0.97653,0.92905,0.95362,0.70634,0.95404,0.3785,1.13095,0.0035788,0.0035788,0.0035788
20,3082.29,0.96163,0.51345,1.10949,0.97011,0.94201,0.95354,0.70877,0.94456,0.37685,1.12273,0.00343611,0.00343611,0.00343611
21,3230.04,0.96067,0.50406,1.11129,0.97174,0.93653,0.95323,0.70918,0.94633,0.37597,1.11898,0.00328982,0.00328982,0.00328982
22,3379.62,0.95463,0.49313,1.10547,0.97058,0.92939,0.95384,0.70544,0.94351,0.36681,1.11467,0.00314051,0.00314051,0.00314051
23,3527.36,0.94362,0.48506,1.10145,0.96667,0.94737,0.95347,0.70212,0.95594,0.36256,1.13157,0.00298877,0.00298877,0.00298877
24,3675.32,0.94211,0.48188,1.09949,0.94538,0.94326,0.95173,0.70468,0.94652,0.35686,1.12687,0.0028352,0.0028352,0.0028352
25,3825.16,0.94128,0.47364,1.10182,0.97783,0.93984,0.95506,0.70765,0.94661,0.36078,1.12688,0.00268041,0.00268041,0.00268041
26,3974.01,0.93223,0.46796,1.09568,0.9751,0.95166,0.95278,0.7106,0.94329,0.34858,1.10845,0.002525,0.002525,0.002525
27,4123.88,0.92964,0.46618,1.09405,0.96144,0.94628,0.95527,0.70871,0.93926,0.353,1.14448,0.00236959,0.00236959,0.00236959
28,4273.88,0.92572,0.45837,1.09249,0.95262,0.94924,0.9556,0.71358,0.93664,0.34804,1.1218,0.0022148,0.0022148,0.0022148
29,4424.5,0.92907,0.45649,1.09416,0.98006,0.94512,0.95267,0.70943,0.93513,0.34916,1.10763,0.00206123,0.00206123,0.00206123
30,4571.81,0.92183,0.44832,1.08505,0.98487,0.9429,0.95409,0.71355,0.93204,0.344,1.10193,0.00190949,0.00190949,0.00190949
31,4721.08,0.9195,0.44593,1.08634,0.97381,0.94047,0.95492,0.71256,0.93366,0.3419,1.10507,0.00176018,0.00176018,0.00176018
32,4869.46,0.91057,0.44091,1.08235,0.97501,0.93787,0.95209,0.71317,0.94242,0.34481,1.10898,0.00161389,0.00161389,0.00161389
33,5016.77,0.90748,0.43977,1.08521,0.97947,0.94222,0.95399,0.71058,0.93429,0.33402,1.12937,0.0014712,0.0014712,0.0014712
34,5165.05,0.90735,0.43557,1.08569,0.96717,0.95069,0.95403,0.711,0.93153,0.3321,1.13255,0.00133266,0.00133266,0.00133266
35,5313.71,0.90423,0.43048,1.08637,0.96878,0.94132,0.95525,0.71599,0.92599,0.33093,1.11542,0.00119883,0.00119883,0.00119883
36,5464.11,0.89959,0.42704,1.08274,0.96846,0.94853,0.9533,0.7146,0.92756,0.33025,1.12942,0.00107023,0.00107023,0.00107023
37,5612.71,0.89918,0.4228,1.07962,0.97546,0.94645,0.95312,0.71391,0.92618,0.32839,1.10894,0.000947376,0.000947376,0.000947376
38,5763.85,0.89128,0.42062,1.07567,0.97868,0.94747,0.95124,0.71549,0.9372,0.32697,1.12608,0.000830746,0.000830746,0.000830746
39,5911.31,0.88949,0.41313,1.07584,0.97372,0.94829,0.95456,0.71133,0.92447,0.32594,1.10772,0.000720803,0.000720803,0.000720803
40,6059.22,0.88578,0.41358,1.07191,0.98203,0.94537,0.95276,0.71259,0.92791,0.32277,1.10589,0.00061798,0.00061798,0.00061798
41,6205.83,0.8586,0.31499,1.08021,0.97432,0.95065,0.95279,0.71348,0.92964,0.3248,1.11547,0.000522683,0.000522683,0.000522683
42,6348.92,0.85325,0.31088,1.07742,0.98087,0.94785,0.95252,0.7145,0.92597,0.32334,1.10931,0.000435288,0.000435288,0.000435288
43,6492.07,0.84926,0.30748,1.07387,0.97738,0.94522,0.95205,0.71317,0.92367,0.3181,1.10892,0.000356141,0.000356141,0.000356141
44,6633.84,0.84474,0.30579,1.07253,0.98084,0.94489,0.95175,0.71225,0.92639,0.32057,1.10692,0.000285553,0.000285553,0.000285553
45,6776.75,0.8427,0.30462,1.06947,0.98044,0.94602,0.95235,0.71339,0.92708,0.31908,1.11015,0.000223803,0.000223803,0.000223803
46,6918.16,0.8406,0.3024,1.06904,0.97981,0.94571,0.9532,0.7169,0.92486,0.31811,1.10624,0.000171135,0.000171135,0.000171135
47,7063.34,0.8346,0.30112,1.06653,0.97931,0.94488,0.95337,0.71294,0.92947,0.31819,1.10747,0.000127757,0.000127757,0.000127757
48,7205.78,0.83505,0.30042,1.06761,0.97699,0.94771,0.9534,0.71458,0.92491,0.3165,1.10983,9.38391e-05,9.38391e-05,9.38391e-05
49,7349.58,0.83404,0.29799,1.06793,0.98164,0.94559,0.95343,0.71548,0.92372,0.31542,1.10882,6.95161e-05,6.95161e-05,6.95161e-05
50,7494.28,0.83514,0.2986,1.06923,0.98186,0.94491,0.9538,0.71416,0.92476,0.31525,1.10992,5.48838e-05,5.48838e-05,5.48838e-05
